Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
2014-12-30,-1.437,-0.272,-0.224,-0.004,-0.391,-0.546,-0.662,-0.91,0.135
2014-12-31,-1.332,-0.268,-0.185,-0.006,-0.387,-0.486,-0.562,-0.858,0.088
2015-01-02,-1.299,-0.244,-0.174,0.013,-0.373,-0.521,-0.563,-0.837,0.101
2015-01-05,-0.932,-0.192,-0.076,0.045,-0.36,-0.349,-0.387,-0.711,0.166
2015-01-06,-0.692,-0.151,0.002,0.101,-0.375,-0.269,-0.287,-0.608,0.203
2015-01-07,-0.815,-0.151,-0.039,0.076,-0.354,-0.347,-0.351,-0.65,0.186
2015-01-08,-1.167,-0.2,-0.165,0.058,-0.35,-0.51,-0.488,-0.825,0.146
2015-01-09,-1.136,-0.177,-0.127,0.091,-0.365,-0.558,-0.485,-0.801,0.15
2015-01-12,-0.958,-0.165,-0.111,0.106,-0.369,-0.419,-0.367,-0.774,0.183
2015-01-13,-0.915,-0.143,-0.123,0.116,-0.371,-0.394,-0.323,-0.778,0.186
2015-01-14,-0.648,-0.122,-0.055,0.141,-0.361,-0.251,-0.221,-0.644,0.217
2015-01-15,-0.34,-0.108,-0.104,0.199,-0.302,-0.025,-0.016,-0.548,0.224
2015-01-16,-0.288,-0.116,-0.136,0.162,-0.28,0.082,-0.063,-0.458,0.233
2015-01-20,-0.514,-0.119,-0.189,0.159,-0.253,-0.112,-0.12,-0.62,0.226
2015-01-21,-0.746,-0.132,-0.218,0.137,-0.283,-0.25,-0.23,-0.723,0.207
2015-01-22,-1.008,-0.152,-0.288,0.163,-0.259,-0.472,-0.343,-0.855,0.19
2015-01-23,-0.957,-0.18,-0.325,0.209,-0.23,-0.431,-0.241,-0.887,0.171
2015-01-26,-1.131,-0.173,-0.332,0.18,-0.237,-0.569,-0.291,-1.016,0.176
2015-01-27,-1.082,-0.178,-0.311,0.183,-0.271,-0.505,-0.235,-1.032,0.185
2015-01-28,-0.906,-0.143,-0.28,0.216,-0.268,-0.431,-0.077,-1.034,0.205
2015-01-29,-0.92,-0.156,-0.27,0.19,-0.288,-0.396,-0.172,-0.959,0.211
2015-01-30,-0.495,-0.132,-0.224,0.242,-0.272,-0.109,0.037,-0.803,0.271
2015-02-02,-0.555,-0.138,-0.248,0.225,-0.268,-0.126,-0.063,-0.761,0.269
2015-02-03,-0.769,-0.187,-0.29,0.176,-0.271,-0.197,-0.209,-0.801,0.241
2015-02-04,-0.783,-0.199,-0.318,0.19,-0.27,-0.186,-0.162,-0.862,0.241
2015-02-05,-0.886,-0.225,-0.327,0.165,-0.256,-0.243,-0.254,-0.865,0.233
2015-02-06,-1.0,-0.267,-0.331,0.116,-0.268,-0.25,-0.278,-0.931,0.209
2015-02-09,-0.766,-0.27,-0.305,0.121,-0.237,-0.075,-0.174,-0.814,0.222
2015-02-10,-0.823,-0.269,-0.33,0.102,-0.235,-0.091,-0.232,-0.826,0.235
2015-02-11,-0.81,-0.268,-0.319,0.083,-0.229,-0.077,-0.242,-0.798,0.23
2015-02-12,-0.995,-0.274,-0.382,0.106,-0.232,-0.213,-0.355,-0.857,0.217
2015-02-13,-1.167,-0.308,-0.413,0.096,-0.237,-0.305,-0.413,-0.951,0.197
2015-02-17,-1.255,-0.351,-0.416,0.055,-0.226,-0.317,-0.43,-0.996,0.171
2015-02-18,-1.302,-0.338,-0.443,0.072,-0.223,-0.37,-0.42,-1.068,0.186
2015-02-19,-1.358,-0.358,-0.446,0.063,-0.226,-0.391,-0.433,-1.098,0.173
2015-02-20,-1.328,-0.366,-0.467,0.061,-0.208,-0.348,-0.476,-1.026,0.174
2015-02-23,-1.436,-0.352,-0.486,0.077,-0.206,-0.469,-0.461,-1.168,0.193
2015-02-24,-1.631,-0.346,-0.514,0.084,-0.223,-0.632,-0.509,-1.318,0.196
2015-02-25,-1.833,-0.352,-0.512,0.095,-0.257,-0.807,-0.616,-1.409,0.192
2015-02-26,-1.847,-0.38,-0.537,0.093,-0.255,-0.768,-0.596,-1.435,0.184
2015-02-27,-1.804,-0.392,-0.532,0.09,-0.239,-0.731,-0.574,-1.405,0.175
2015-03-02,-1.845,-0.426,-0.537,0.058,-0.251,-0.689,-0.617,-1.399,0.171
2015-03-03,-1.84,-0.441,-0.505,0.052,-0.256,-0.69,-0.614,-1.372,0.146
2015-03-04,-1.765,-0.429,-0.49,0.053,-0.248,-0.651,-0.561,-1.358,0.154
2015-03-05,-1.819,-0.426,-0.504,0.056,-0.246,-0.699,-0.558,-1.41,0.149
2015-03-06,-1.854,-0.453,-0.482,0.016,-0.231,-0.704,-0.515,-1.452,0.113
2015-03-09,-1.761,-0.424,-0.461,0.036,-0.213,-0.699,-0.515,-1.379,0.133
2015-03-10,-1.351,-0.378,-0.381,0.072,-0.201,-0.463,-0.326,-1.194,0.169
2015-03-11,-1.279,-0.374,-0.403,0.086,-0.197,-0.391,-0.269,-1.186,0.176
2015-03-12,-1.46,-0.364,-0.455,0.073,-0.205,-0.509,-0.376,-1.249,0.165
2015-03-13,-1.371,-0.352,-0.452,0.079,-0.206,-0.44,-0.309,-1.249,0.187
2015-03-16,-1.485,-0.336,-0.5,0.072,-0.217,-0.504,-0.392,-1.282,0.189
2015-03-17,-1.575,-0.305,-0.496,0.071,-0.236,-0.609,-0.41,-1.32,0.155
2015-03-18,-1.529,-0.25,-0.542,0.127,-0.233,-0.631,-0.462,-1.257,0.19
2015-03-19,-1.557,-0.286,-0.541,0.116,-0.226,-0.62,-0.434,-1.278,0.155
2015-03-20,-1.698,-0.286,-0.578,0.122,-0.211,-0.745,-0.496,-1.353,0.151
2015-03-23,-1.658,-0.294,-0.583,0.112,-0.218,-0.675,-0.492,-1.304,0.138
2015-03-24,-1.722,-0.294,-0.57,0.119,-0.22,-0.757,-0.489,-1.37,0.137
2015-03-25,-1.691,-0.309,-0.513,0.113,-0.263,-0.719,-0.458,-1.361,0.128
2015-03-26,-1.508,-0.321,-0.458,0.112,-0.25,-0.591,-0.409,-1.242,0.143
2015-03-27,-1.463,-0.319,-0.45,0.115,-0.248,-0.561,-0.43,-1.188,0.155
2015-03-30,-1.567,-0.32,-0.508,0.106,-0.236,-0.609,-0.455,-1.248,0.136
2015-03-31,-1.317,-0.313,-0.349,0.117,-0.222,-0.55,-0.39,-1.037,0.11
2015-04-01,-1.345,-0.308,-0.337,0.14,-0.229,-0.611,-0.382,-1.067,0.104
2015-04-02,-1.471,-0.33,-0.367,0.115,-0.221,-0.668,-0.414,-1.141,0.084
2015-04-06,-1.575,-0.335,-0.394,0.113,-0.207,-0.752,-0.467,-1.195,0.087
2015-04-07,-1.637,-0.351,-0.434,0.114,-0.215,-0.751,-0.455,-1.273,0.091
2015-04-08,-1.754,-0.368,-0.456,0.114,-0.238,-0.806,-0.513,-1.321,0.08
2015-04-09,-1.845,-0.398,-0.498,0.106,-0.218,-0.837,-0.536,-1.36,0.051
2015-04-10,-1.872,-0.402,-0.527,0.119,-0.208,-0.854,-0.56,-1.363,0.051
2015-04-13,-1.795,-0.404,-0.522,0.121,-0.207,-0.783,-0.497,-1.345,0.047
2015-04-14,-1.807,-0.397,-0.512,0.13,-0.185,-0.843,-0.524,-1.325,0.042
2015-04-15,-1.865,-0.384,-0.529,0.14,-0.183,-0.909,-0.579,-1.331,0.045
2015-04-16,-1.791,-0.382,-0.525,0.134,-0.173,-0.845,-0.578,-1.261,0.048
2015-04-17,-1.527,-0.365,-0.439,0.143,-0.17,-0.696,-0.502,-1.083,0.058
2015-04-20,-1.594,-0.375,-0.461,0.135,-0.159,-0.734,-0.533,-1.118,0.057
2015-04-21,-1.642,-0.381,-0.49,0.119,-0.162,-0.728,-0.535,-1.158,0.051
2015-04-22,-1.714,-0.397,-0.519,0.081,-0.169,-0.71,-0.588,-1.156,0.03
2015-04-23,-1.723,-0.399,-0.52,0.085,-0.18,-0.709,-0.607,-1.148,0.032
2015-04-24,-1.743,-0.394,-0.513,0.096,-0.172,-0.76,-0.613,-1.149,0.019
2015-04-27,-1.777,-0.412,-0.518,0.095,-0.175,-0.767,-0.59,-1.197,0.01
2015-04-28,-1.924,-0.425,-0.502,0.075,-0.196,-0.876,-0.701,-1.211,-0.012
2015-04-29,-1.85,-0.43,-0.445,0.03,-0.207,-0.798,-0.676,-1.167,-0.007
2015-04-30,-1.696,-0.411,-0.366,-0.004,-0.209,-0.706,-0.599,-1.097,0.0
2015-05-01,-1.758,-0.43,-0.38,-0.028,-0.195,-0.725,-0.648,-1.096,-0.014
2015-05-04,-1.816,-0.436,-0.395,-0.046,-0.201,-0.738,-0.66,-1.131,-0.025
2015-05-05,-1.673,-0.449,-0.34,-0.065,-0.207,-0.612,-0.604,-1.036,-0.033
2015-05-06,-1.685,-0.451,-0.312,-0.095,-0.207,-0.62,-0.604,-1.032,-0.049
2015-05-07,-1.534,-0.427,-0.289,-0.085,-0.186,-0.547,-0.567,-0.953,-0.014
2015-05-08,-1.964,-0.426,-0.381,-0.069,-0.191,-0.897,-0.733,-1.177,-0.054
2015-05-11,-2.037,-0.458,-0.391,-0.112,-0.201,-0.875,-0.718,-1.245,-0.074
2015-05-12,-1.934,-0.434,-0.352,-0.118,-0.218,-0.812,-0.706,-1.179,-0.049
2015-05-13,-2.096,-0.458,-0.362,-0.128,-0.229,-0.919,-0.778,-1.252,-0.066
2015-05-14,-2.137,-0.446,-0.383,-0.112,-0.232,-0.964,-0.832,-1.247,-0.058
2015-05-15,-2.179,-0.437,-0.392,-0.084,-0.23,-1.036,-0.823,-1.295,-0.061
2015-05-18,-2.306,-0.462,-0.412,-0.107,-0.237,-1.088,-0.859,-1.344,-0.103
2015-05-19,-2.23,-0.464,-0.44,-0.112,-0.23,-0.984,-0.799,-1.34,-0.091
2015-05-20,-2.226,-0.455,-0.449,-0.12,-0.226,-0.976,-0.761,-1.384,-0.081
2015-05-21,-2.295,-0.454,-0.459,-0.11,-0.226,-1.046,-0.803,-1.415,-0.077
2015-05-22,-2.286,-0.466,-0.458,-0.106,-0.215,-1.041,-0.764,-1.436,-0.086
2015-05-26,-1.955,-0.443,-0.413,-0.098,-0.193,-0.808,-0.599,-1.292,-0.064
2015-05-27,-2.075,-0.436,-0.454,-0.105,-0.228,-0.852,-0.667,-1.356,-0.052
2015-05-28,-2.077,-0.426,-0.439,-0.11,-0.231,-0.871,-0.672,-1.364,-0.041
2015-05-29,-1.941,-0.414,-0.388,-0.102,-0.225,-0.812,-0.637,-1.287,-0.017
2015-06-01,-1.898,-0.416,-0.396,-0.129,-0.236,-0.721,-0.633,-1.23,-0.035
2015-06-02,-1.944,-0.426,-0.37,-0.185,-0.258,-0.705,-0.683,-1.222,-0.039
2015-06-03,-1.953,-0.445,-0.367,-0.248,-0.259,-0.634,-0.716,-1.189,-0.048
2015-06-04,-1.801,-0.405,-0.344,-0.232,-0.253,-0.567,-0.624,-1.16,-0.017
2015-06-05,-1.785,-0.421,-0.301,-0.264,-0.244,-0.555,-0.643,-1.12,-0.022
2015-06-08,-1.681,-0.4,-0.262,-0.258,-0.237,-0.524,-0.598,-1.076,-0.007
2015-06-09,-1.641,-0.393,-0.227,-0.281,-0.245,-0.495,-0.63,-1.015,0.004
2015-06-10,-1.702,-0.379,-0.282,-0.274,-0.25,-0.517,-0.705,-0.997,0.0
2015-06-11,-1.815,-0.363,-0.314,-0.242,-0.244,-0.652,-0.705,-1.116,0.006
2015-06-12,-1.679,-0.363,-0.28,-0.233,-0.231,-0.572,-0.653,-1.027,0.001
2015-06-15,-1.435,-0.34,-0.233,-0.225,-0.222,-0.415,-0.567,-0.886,0.018
2015-06-16,-1.443,-0.308,-0.245,-0.209,-0.231,-0.45,-0.594,-0.886,0.037
2015-06-17,-1.535,-0.29,-0.24,-0.219,-0.232,-0.554,-0.657,-0.915,0.037
2015-06-18,-1.636,-0.307,-0.253,-0.213,-0.235,-0.628,-0.727,-0.918,0.009
2015-06-19,-1.554,-0.291,-0.258,-0.182,-0.235,-0.588,-0.657,-0.921,0.024
2015-06-22,-1.98,-0.341,-0.336,-0.243,-0.25,-0.81,-0.776,-1.192,-0.012
2015-06-23,-2.15,-0.349,-0.385,-0.247,-0.272,-0.897,-0.804,-1.323,-0.023
2015-06-24,-2.043,-0.335,-0.363,-0.234,-0.283,-0.828,-0.755,-1.27,-0.018
2015-06-25,-1.985,-0.336,-0.337,-0.244,-0.279,-0.789,-0.727,-1.237,-0.021
2015-06-26,-1.976,-0.359,-0.327,-0.267,-0.281,-0.742,-0.736,-1.212,-0.028
2015-06-29,-1.105,-0.267,-0.166,-0.197,-0.226,-0.249,-0.406,-0.726,0.027
2015-06-30,-1.132,-0.237,-0.158,-0.193,-0.22,-0.324,-0.424,-0.708,0.0
2015-07-01,-1.449,-0.273,-0.205,-0.22,-0.236,-0.515,-0.555,-0.883,-0.011
2015-07-02,-1.426,-0.269,-0.208,-0.219,-0.218,-0.512,-0.515,-0.905,-0.006
2015-07-06,-1.104,-0.221,-0.11,-0.172,-0.205,-0.396,-0.418,-0.742,0.056
2015-07-07,-1.03,-0.191,-0.103,-0.14,-0.21,-0.386,-0.432,-0.668,0.07
2015-07-08,-0.604,-0.165,0.003,-0.11,-0.214,-0.118,-0.253,-0.457,0.106
2015-07-09,-0.874,-0.196,-0.063,-0.151,-0.226,-0.238,-0.311,-0.633,0.07
2015-07-10,-1.316,-0.252,-0.133,-0.228,-0.243,-0.46,-0.519,-0.834,0.037
2015-07-13,-1.759,-0.265,-0.221,-0.233,-0.252,-0.788,-0.668,-1.118,0.027
2015-07-14,-1.932,-0.261,-0.254,-0.221,-0.263,-0.933,-0.707,-1.259,0.034
2015-07-15,-2.022,-0.247,-0.265,-0.212,-0.255,-1.043,-0.703,-1.365,0.046
2015-07-16,-2.237,-0.264,-0.319,-0.215,-0.267,-1.172,-0.776,-1.498,0.037
2015-07-17,-2.298,-0.27,-0.325,-0.205,-0.255,-1.243,-0.799,-1.53,0.031
2015-07-20,-2.303,-0.277,-0.319,-0.218,-0.259,-1.23,-0.803,-1.528,0.028
2015-07-21,-2.315,-0.257,-0.305,-0.212,-0.27,-1.271,-0.792,-1.558,0.035
2015-07-22,-2.231,-0.238,-0.262,-0.205,-0.286,-1.24,-0.783,-1.491,0.043
2015-07-23,-2.151,-0.218,-0.235,-0.198,-0.282,-1.218,-0.732,-1.48,0.061
2015-07-24,-1.922,-0.195,-0.173,-0.181,-0.29,-1.083,-0.647,-1.354,0.079
2015-07-27,-1.608,-0.155,-0.088,-0.173,-0.286,-0.906,-0.548,-1.177,0.117
2015-07-28,-1.769,-0.158,-0.136,-0.179,-0.297,-0.999,-0.67,-1.213,0.114
2015-07-29,-1.959,-0.178,-0.166,-0.195,-0.315,-1.105,-0.753,-1.298,0.092
2015-07-30,-1.981,-0.184,-0.184,-0.175,-0.321,-1.117,-0.751,-1.318,0.088
2015-07-31,-1.955,-0.163,-0.185,-0.155,-0.303,-1.149,-0.702,-1.342,0.089
2015-08-03,-1.893,-0.146,-0.183,-0.149,-0.315,-1.1,-0.664,-1.347,0.118
2015-08-04,-1.928,-0.158,-0.169,-0.166,-0.333,-1.102,-0.671,-1.364,0.107
2015-08-05,-2.021,-0.165,-0.206,-0.207,-0.31,-1.133,-0.696,-1.404,0.079
2015-08-06,-1.87,-0.146,-0.166,-0.186,-0.288,-1.084,-0.593,-1.378,0.101
2015-08-07,-1.868,-0.115,-0.148,-0.159,-0.311,-1.135,-0.627,-1.353,0.112
2015-08-10,-2.022,-0.125,-0.195,-0.185,-0.304,-1.213,-0.709,-1.42,0.107
2015-08-11,-1.675,-0.092,-0.13,-0.159,-0.321,-0.973,-0.598,-1.21,0.133
2015-08-12,-1.317,-0.059,-0.044,-0.145,-0.322,-0.747,-0.578,-0.897,0.158
2015-08-13,-1.549,-0.088,-0.076,-0.162,-0.314,-0.909,-0.618,-1.071,0.14
2015-08-14,-1.69,-0.1,-0.073,-0.167,-0.307,-1.043,-0.678,-1.152,0.14
2015-08-17,-1.667,-0.086,-0.086,-0.151,-0.291,-1.053,-0.653,-1.17,0.156
2015-08-18,-1.618,-0.088,-0.072,-0.157,-0.3,-1.001,-0.625,-1.153,0.16
2015-08-19,-1.291,-0.038,0.008,-0.13,-0.269,-0.862,-0.499,-0.988,0.196
2015-08-20,-0.909,-0.015,0.118,-0.102,-0.277,-0.633,-0.296,-0.834,0.221
2015-08-21,-0.122,0.023,0.309,-0.078,-0.289,-0.087,0.103,-0.481,0.256
2015-08-24,1.482,0.11,0.608,-0.038,-0.275,1.077,0.733,0.396,0.353
2015-08-25,1.233,0.051,0.599,-0.08,-0.317,0.98,0.518,0.408,0.307
2015-08-26,0.715,0.052,0.503,-0.112,-0.373,0.645,0.188,0.221,0.306
2015-08-27,0.363,0.006,0.341,-0.135,-0.377,0.528,0.035,0.007,0.321
2015-08-28,0.167,-0.006,0.284,-0.137,-0.378,0.404,0.041,-0.191,0.317
2015-08-31,0.46,-0.004,0.32,-0.151,-0.359,0.654,0.173,-0.059,0.346
2015-09-01,1.158,0.022,0.506,-0.11,-0.364,1.104,0.402,0.36,0.396
2015-09-02,0.912,0.017,0.47,-0.128,-0.337,0.89,0.182,0.336,0.394
2015-09-03,0.713,0.01,0.409,-0.104,-0.32,0.718,0.163,0.16,0.39
2015-09-04,1.173,0.034,0.533,-0.072,-0.343,1.021,0.276,0.487,0.41
2015-09-08,0.839,0.014,0.468,-0.102,-0.345,0.804,0.09,0.34,0.409
2015-09-09,0.601,0.005,0.353,-0.125,-0.347,0.715,0.14,0.076,0.385
2015-09-10,0.743,0.012,0.403,-0.135,-0.32,0.783,0.079,0.273,0.391
2015-09-11,0.635,0.027,0.413,-0.122,-0.318,0.635,0.041,0.196,0.398
2015-09-14,0.737,0.025,0.452,-0.115,-0.317,0.692,0.075,0.26,0.402
2015-09-15,0.453,-0.005,0.402,-0.154,-0.362,0.572,-0.077,0.145,0.385
2015-09-16,0.251,-0.006,0.327,-0.161,-0.354,0.445,-0.129,0.002,0.378
2015-09-17,0.298,0.018,0.313,-0.138,-0.262,0.367,-0.036,-0.053,0.387
2015-09-18,0.445,0.035,0.409,-0.097,-0.291,0.389,0.018,0.037,0.39
2015-09-21,0.333,0.033,0.399,-0.115,-0.283,0.299,-0.061,-0.008,0.402
2015-09-22,0.791,0.1,0.492,-0.075,-0.291,0.565,0.09,0.268,0.433
2015-09-23,0.724,0.1,0.511,-0.082,-0.32,0.515,0.041,0.239,0.444
2015-09-24,1.096,0.164,0.605,-0.069,-0.3,0.696,0.149,0.472,0.475
2015-09-25,0.871,0.161,0.525,-0.093,-0.3,0.578,0.146,0.265,0.46
2015-09-28,1.226,0.244,0.661,-0.063,-0.317,0.701,0.347,0.415,0.464
2015-09-29,1.421,0.302,0.732,-0.054,-0.318,0.759,0.354,0.587,0.48
2015-09-30,0.957,0.31,0.53,-0.052,-0.296,0.465,0.223,0.347,0.387
2015-10-01,0.77,0.31,0.512,-0.045,-0.278,0.271,0.137,0.291,0.342
2015-10-02,0.65,0.334,0.464,-0.025,-0.269,0.146,0.052,0.25,0.348
2015-10-05,0.264,0.273,0.322,-0.056,-0.279,0.004,-0.08,0.042,0.302
2015-10-06,0.144,0.246,0.301,-0.056,-0.286,-0.061,-0.099,-0.056,0.299
2015-10-07,-0.157,0.195,0.248,-0.06,-0.315,-0.225,-0.217,-0.193,0.253
2015-10-08,-0.309,0.181,0.24,-0.067,-0.324,-0.339,-0.291,-0.266,0.248
2015-10-09,-0.515,0.15,0.197,-0.075,-0.324,-0.463,-0.339,-0.397,0.221
2015-10-12,-0.531,0.147,0.195,-0.061,-0.326,-0.486,-0.364,-0.396,0.229
2015-10-13,-0.364,0.166,0.255,-0.049,-0.325,-0.411,-0.303,-0.31,0.249
2015-10-14,-0.226,0.189,0.312,-0.014,-0.334,-0.379,-0.279,-0.206,0.259
2015-10-15,-0.434,0.17,0.218,-0.022,-0.332,-0.468,-0.374,-0.287,0.227
2015-10-16,-0.649,0.145,0.181,-0.034,-0.332,-0.609,-0.451,-0.394,0.196
2015-10-19,-0.591,0.139,0.189,-0.035,-0.326,-0.558,-0.44,-0.355,0.204
2015-10-20,-0.693,0.118,0.202,-0.06,-0.339,-0.614,-0.462,-0.43,0.199
2015-10-21,-0.688,0.129,0.194,-0.043,-0.335,-0.633,-0.423,-0.474,0.209
2015-10-22,-0.76,0.129,0.128,-0.029,-0.293,-0.695,-0.474,-0.494,0.208
2015-10-23,-0.838,0.086,0.026,-0.05,-0.292,-0.608,-0.482,-0.528,0.172
2015-10-26,-0.799,0.078,0.035,-0.04,-0.311,-0.561,-0.48,-0.495,0.176
2015-10-27,-0.719,0.097,0.073,-0.014,-0.289,-0.586,-0.466,-0.441,0.188
2015-10-28,-0.803,0.068,0.02,-0.031,-0.312,-0.548,-0.528,-0.46,0.185
2015-10-29,-0.836,0.045,0.032,-0.072,-0.316,-0.525,-0.54,-0.484,0.188
2015-10-30,-0.927,0.043,0.034,-0.061,-0.31,-0.633,-0.528,-0.585,0.186
2015-11-02,-0.949,0.029,0.037,-0.08,-0.306,-0.629,-0.578,-0.544,0.173
2015-11-03,-0.983,-0.003,0.013,-0.099,-0.306,-0.588,-0.571,-0.563,0.151
2015-11-04,-0.902,-0.014,-0.013,-0.111,-0.309,-0.455,-0.505,-0.535,0.138
2015-11-05,-0.991,-0.008,-0.008,-0.119,-0.303,-0.553,-0.543,-0.579,0.131
2015-11-06,-1.094,-0.029,-0.012,-0.169,-0.313,-0.571,-0.58,-0.65,0.136
2015-11-09,-0.932,-0.005,0.014,-0.168,-0.239,-0.534,-0.464,-0.616,0.148
2015-11-10,-0.947,0.024,0.015,-0.157,-0.274,-0.555,-0.53,-0.582,0.165
2015-11-11,-1.011,0.025,0.009,-0.152,-0.283,-0.61,-0.512,-0.652,0.153
2015-11-12,-0.826,0.043,0.071,-0.147,-0.285,-0.508,-0.385,-0.604,0.163
2015-11-13,-0.619,0.062,0.133,-0.126,-0.274,-0.414,-0.279,-0.526,0.186
2015-11-16,-0.599,0.07,0.114,-0.125,-0.272,-0.386,-0.362,-0.44,0.203
2015-11-17,-0.783,0.054,0.043,-0.131,-0.274,-0.475,-0.356,-0.606,0.179
2015-11-18,-0.876,0.059,0.004,-0.132,-0.283,-0.524,-0.479,-0.566,0.169
2015-11-19,-0.994,0.058,-0.031,-0.112,-0.294,-0.615,-0.489,-0.658,0.153
2015-11-20,-1.131,0.057,-0.052,-0.111,-0.296,-0.729,-0.56,-0.713,0.142
2015-11-23,-1.034,0.061,-0.034,-0.118,-0.259,-0.684,-0.512,-0.67,0.148
2015-11-24,-0.966,0.075,-0.016,-0.111,-0.319,-0.595,-0.522,-0.605,0.161
2015-11-25,-0.964,0.083,-0.032,-0.104,-0.316,-0.595,-0.548,-0.585,0.169
2015-11-27,-1.001,0.087,-0.036,-0.103,-0.288,-0.661,-0.55,-0.616,0.165
2015-11-30,-0.878,0.095,-0.006,-0.105,-0.284,-0.578,-0.497,-0.57,0.189
2015-12-01,-1.019,0.11,-0.094,-0.09,-0.281,-0.664,-0.564,-0.615,0.16
2015-12-02,-0.961,0.107,-0.06,-0.106,-0.261,-0.641,-0.493,-0.634,0.166
2015-12-03,-1.06,0.079,0.036,-0.181,-0.345,-0.649,-0.466,-0.751,0.157
2015-12-04,-1.149,0.099,0.035,-0.167,-0.322,-0.794,-0.619,-0.704,0.174
2015-12-07,-1.104,0.124,0.034,-0.145,-0.303,-0.814,-0.522,-0.783,0.201
2015-12-08,-0.879,0.158,0.111,-0.134,-0.315,-0.699,-0.447,-0.657,0.225
2015-12-09,-0.7,0.183,0.149,-0.128,-0.301,-0.603,-0.343,-0.586,0.229
2015-12-10,-0.612,0.19,0.176,-0.121,-0.286,-0.571,-0.337,-0.51,0.235
2015-12-11,-0.121,0.275,0.259,-0.089,-0.264,-0.302,-0.026,-0.386,0.291
2015-12-14,0.042,0.321,0.309,-0.12,-0.291,-0.177,-0.089,-0.153,0.284
2015-12-15,-0.181,0.28,0.244,-0.146,-0.306,-0.253,-0.206,-0.237,0.262
2015-12-16,-0.598,0.267,0.159,-0.168,-0.318,-0.538,-0.427,-0.425,0.254
2015-12-17,-0.652,0.267,0.141,-0.136,-0.282,-0.642,-0.276,-0.614,0.238
2015-12-18,-0.289,0.302,0.24,-0.1,-0.226,-0.505,-0.099,-0.45,0.26
2015-12-21,-0.327,0.312,0.245,-0.098,-0.202,-0.584,-0.148,-0.439,0.26
2015-12-22,-0.554,0.303,0.225,-0.118,-0.225,-0.739,-0.289,-0.512,0.247
2015-12-23,-0.717,0.288,0.139,-0.124,-0.222,-0.798,-0.348,-0.612,0.243
2015-12-24,-0.724,0.285,0.15,-0.117,-0.237,-0.805,-0.355,-0.61,0.241
2015-12-28,-0.606,0.293,0.169,-0.101,-0.236,-0.731,-0.307,-0.546,0.247
2015-12-29,-0.795,0.263,0.11,-0.128,-0.28,-0.76,-0.413,-0.624,0.242
2015-12-30,-0.647,0.271,0.143,-0.127,-0.233,-0.701,-0.314,-0.591,0.258
2015-12-31,-0.574,0.264,0.162,-0.114,-0.225,-0.661,-0.258,-0.568,0.252
2016-01-04,-0.079,0.292,0.312,-0.075,-0.232,-0.376,-0.119,-0.231,0.271
2016-01-05,-0.17,0.282,0.299,-0.056,-0.238,-0.457,-0.172,-0.262,0.264
2016-01-06,0.078,0.307,0.375,-0.022,-0.225,-0.357,-0.067,-0.146,0.291
2016-01-07,0.635,0.346,0.526,-0.015,-0.227,0.005,0.16,0.145,0.33
2016-01-08,0.806,0.354,0.581,0.005,-0.227,0.093,0.258,0.217,0.331
2016-01-11,0.784,0.37,0.603,-0.022,-0.211,0.044,0.195,0.222,0.367
2016-01-12,0.775,0.41,0.603,-0.004,-0.23,-0.004,0.108,0.286,0.381
2016-01-13,0.745,0.433,0.605,-0.008,-0.235,-0.05,0.264,0.1,0.381
2016-01-14,0.907,0.467,0.633,-0.017,-0.258,0.082,0.195,0.319,0.393
2016-01-15,1.523,0.548,0.758,0.021,-0.251,0.447,0.453,0.618,0.452
2016-01-19,1.339,0.567,0.737,0.005,-0.253,0.283,0.395,0.498,0.446
2016-01-20,1.983,0.663,0.896,0.05,-0.246,0.62,0.573,0.911,0.499
2016-01-21,2.017,0.651,0.887,0.035,-0.254,0.698,0.511,0.988,0.518
2016-01-22,1.499,0.585,0.67,0.01,-0.273,0.507,0.3,0.693,0.506
2016-01-25,1.506,0.592,0.704,0.031,-0.257,0.436,0.409,0.585,0.512
2016-01-26,1.524,0.598,0.693,0.037,-0.269,0.465,0.322,0.666,0.536
2016-01-27,1.484,0.579,0.659,0.032,-0.269,0.483,0.349,0.616,0.519
2016-01-28,1.534,0.566,0.671,0.035,-0.278,0.54,0.317,0.712,0.505
2016-01-29,1.274,0.575,0.518,0.037,-0.147,0.291,0.222,0.571,0.481
2016-02-01,1.059,0.555,0.486,0.026,-0.188,0.18,0.181,0.401,0.477
2016-02-02,1.431,0.623,0.588,0.071,-0.19,0.339,0.369,0.538,0.524
2016-02-03,1.795,0.637,0.652,0.092,-0.208,0.622,0.378,0.873,0.544
2016-02-04,1.827,0.642,0.637,0.109,-0.171,0.61,0.421,0.888,0.518
2016-02-05,2.019,0.653,0.712,0.121,-0.16,0.693,0.53,0.982,0.507
2016-02-08,2.599,0.745,0.798,0.171,-0.103,0.988,0.849,1.203,0.547
2016-02-09,3.113,0.807,0.907,0.18,-0.133,1.352,0.882,1.656,0.575
2016-02-10,3.095,0.814,0.902,0.219,-0.158,1.318,0.841,1.685,0.569
2016-02-11,3.713,0.888,1.012,0.258,-0.101,1.656,1.106,1.992,0.615
2016-02-12,3.572,0.85,0.978,0.212,-0.108,1.64,0.888,2.052,0.632
