Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
2009-04-14,10.008,4.513,0.409,0.212,2.202,2.672,3.992,5.244,0.772
2009-04-15,9.749,4.448,0.395,0.225,2.183,2.498,3.862,5.133,0.754
2009-04-16,9.155,4.33,0.318,0.215,2.023,2.269,3.672,4.79,0.693
2009-04-17,8.707,4.221,0.258,0.194,1.87,2.164,3.539,4.489,0.679
2009-04-20,9.221,4.204,0.409,0.259,1.893,2.456,3.838,4.68,0.703
2009-04-21,9.248,4.216,0.389,0.234,2.008,2.401,3.789,4.752,0.707
2009-04-22,9.047,4.171,0.372,0.216,1.947,2.341,3.741,4.622,0.684
2009-04-23,8.844,4.134,0.319,0.2,1.919,2.272,3.642,4.535,0.667
2009-04-24,8.715,4.062,0.248,0.19,1.892,2.323,3.548,4.528,0.639
2009-04-27,8.863,4.047,0.27,0.232,1.879,2.435,3.616,4.585,0.662
2009-04-28,8.906,3.999,0.333,0.218,1.88,2.476,3.512,4.739,0.655
2009-04-29,8.553,3.917,0.225,0.168,1.917,2.326,3.321,4.654,0.578
2009-04-30,8.284,3.879,0.125,0.145,1.911,2.224,3.224,4.505,0.555
2009-05-01,8.237,3.836,0.083,0.13,1.979,2.209,3.211,4.473,0.553
2009-05-04,7.926,3.778,-0.063,0.105,2.038,2.068,3.064,4.397,0.465
2009-05-05,7.656,3.703,-0.076,0.112,1.918,1.999,2.905,4.312,0.439
2009-05-06,7.253,3.631,-0.15,0.103,1.724,1.945,2.663,4.174,0.416
2009-05-07,7.027,3.489,-0.174,0.037,1.645,2.03,2.608,4.053,0.366
2009-05-08,6.769,3.408,-0.272,0.013,1.686,1.934,2.478,3.938,0.353
2009-05-11,6.729,3.399,-0.21,0.061,1.534,1.945,2.498,3.874,0.357
2009-05-12,6.7,3.371,-0.189,0.062,1.494,1.962,2.451,3.897,0.352
2009-05-13,6.888,3.397,-0.092,0.102,1.455,2.026,2.565,3.962,0.361
2009-05-14,6.805,3.406,-0.085,0.099,1.45,1.935,2.445,3.99,0.37
2009-05-15,6.649,3.383,-0.114,0.101,1.397,1.882,2.466,3.827,0.356
2009-05-18,6.309,3.342,-0.207,0.063,1.316,1.795,2.197,3.786,0.326
2009-05-19,5.939,3.27,-0.288,0.035,1.209,1.713,2.092,3.562,0.285
2009-05-20,5.678,3.183,-0.308,0.04,1.133,1.63,2.009,3.441,0.228
2009-05-21,5.92,3.128,-0.209,0.019,1.115,1.867,2.114,3.584,0.222
2009-05-22,6.056,3.089,-0.206,-0.047,1.157,2.063,2.279,3.57,0.207
2009-05-26,5.945,3.03,-0.292,-0.079,1.228,2.058,2.181,3.561,0.203
2009-05-27,6.051,2.952,-0.299,-0.112,1.284,2.226,2.328,3.57,0.153
2009-05-28,5.944,2.93,-0.329,-0.127,1.246,2.224,2.244,3.554,0.146
2009-05-29,5.736,2.85,-0.382,-0.091,1.274,2.085,2.082,3.527,0.127
2009-06-01,5.623,2.692,-0.548,-0.163,1.362,2.28,2.206,3.368,0.049
2009-06-02,5.564,2.627,-0.55,-0.155,1.331,2.311,2.095,3.416,0.053
2009-06-03,5.675,2.604,-0.437,-0.109,1.267,2.35,2.166,3.427,0.082
2009-06-04,5.501,2.555,-0.449,-0.164,1.249,2.31,2.145,3.287,0.069
2009-06-05,5.291,2.474,-0.478,-0.206,1.215,2.286,2.149,3.108,0.034
2009-06-08,5.474,2.445,-0.468,-0.197,1.325,2.369,2.219,3.209,0.046
2009-06-09,5.318,2.424,-0.477,-0.19,1.265,2.296,2.058,3.213,0.047
2009-06-10,5.095,2.378,-0.535,-0.217,1.218,2.251,2.023,3.052,0.02
2009-06-11,4.888,2.356,-0.567,-0.215,1.211,2.103,1.918,2.949,0.021
2009-06-12,4.722,2.342,-0.587,-0.192,1.164,1.995,1.835,2.858,0.029
2009-06-15,4.991,2.338,-0.468,-0.132,1.15,2.103,1.929,3.004,0.058
2009-06-16,5.241,2.348,-0.402,-0.11,1.197,2.208,2.058,3.117,0.066
2009-06-17,5.345,2.393,-0.371,-0.108,1.207,2.224,2.07,3.191,0.084
2009-06-18,5.394,2.382,-0.381,-0.145,1.334,2.204,2.158,3.165,0.071
2009-06-19,5.138,2.391,-0.428,-0.134,1.306,2.003,2.019,3.042,0.077
2009-06-22,5.582,2.428,-0.298,-0.094,1.31,2.236,2.222,3.243,0.117
2009-06-23,5.677,2.456,-0.253,-0.095,1.295,2.274,2.216,3.32,0.141
2009-06-24,5.433,2.446,-0.331,-0.1,1.292,2.126,2.066,3.251,0.116
2009-06-25,5.148,2.478,-0.4,-0.085,1.248,1.907,1.921,3.109,0.118
2009-06-26,4.959,2.443,-0.42,-0.076,1.187,1.825,1.883,2.975,0.101
2009-06-29,4.764,2.405,-0.452,-0.081,1.134,1.758,1.839,2.835,0.09
2009-06-30,4.722,2.279,-0.329,-0.09,1.136,1.726,1.895,2.695,0.132
2009-07-01,4.514,2.262,-0.376,-0.114,1.15,1.592,1.864,2.542,0.108
2009-07-02,4.68,2.264,-0.265,-0.071,1.152,1.6,1.901,2.648,0.131
2009-07-06,4.674,2.25,-0.22,-0.056,1.109,1.591,1.896,2.655,0.123
2009-07-07,4.752,2.247,-0.168,-0.043,1.08,1.636,1.907,2.712,0.133
2009-07-08,5.066,2.282,-0.112,0.023,1.049,1.824,1.954,2.937,0.175
2009-07-09,4.88,2.257,-0.117,-0.015,1.052,1.703,1.845,2.887,0.148
2009-07-10,4.959,2.281,-0.094,0.018,1.118,1.636,1.904,2.896,0.159
2009-07-13,4.96,2.273,-0.134,-0.003,1.169,1.655,1.82,2.977,0.163
2009-07-14,4.692,2.23,-0.218,-0.039,1.219,1.5,1.806,2.754,0.132
2009-07-15,4.447,2.164,-0.352,-0.101,1.225,1.511,1.756,2.598,0.093
2009-07-16,4.334,2.162,-0.399,-0.089,1.236,1.424,1.687,2.562,0.085
2009-07-17,4.244,2.104,-0.421,-0.115,1.249,1.427,1.706,2.462,0.076
2009-07-20,4.117,2.081,-0.49,-0.124,1.227,1.423,1.628,2.43,0.059
2009-07-21,3.947,2.054,-0.547,-0.091,1.167,1.364,1.535,2.353,0.059
2009-07-22,3.814,2.003,-0.559,-0.107,1.132,1.345,1.484,2.289,0.041
2009-07-23,3.531,1.924,-0.664,-0.159,1.122,1.308,1.404,2.131,-0.004
2009-07-24,3.449,1.898,-0.693,-0.163,1.136,1.271,1.373,2.074,0.002
2009-07-27,3.33,1.846,-0.737,-0.184,1.076,1.329,1.319,2.038,-0.027
2009-07-28,3.316,1.804,-0.723,-0.152,1.049,1.338,1.303,2.046,-0.033
2009-07-29,3.259,1.772,-0.718,-0.143,0.977,1.371,1.278,1.992,-0.011
2009-07-30,3.13,1.726,-0.803,-0.155,0.984,1.378,1.226,1.916,-0.012
2009-07-31,3.068,1.659,-0.832,-0.118,0.964,1.395,1.199,1.884,-0.015
2009-08-03,2.968,1.571,-0.899,-0.172,1.007,1.461,1.186,1.854,-0.072
2009-08-04,2.858,1.519,-0.9,-0.179,0.982,1.436,1.13,1.812,-0.084
2009-08-05,2.908,1.481,-0.868,-0.186,1.015,1.466,1.156,1.846,-0.094
2009-08-06,2.96,1.458,-0.845,-0.193,1.031,1.509,1.25,1.805,-0.095
2009-08-07,2.747,1.406,-0.892,-0.254,1.031,1.456,1.206,1.659,-0.118
2009-08-10,2.787,1.421,-0.894,-0.226,1.016,1.47,1.206,1.688,-0.107
2009-08-11,2.961,1.431,-0.844,-0.192,0.955,1.611,1.237,1.806,-0.082
2009-08-12,2.85,1.449,-0.868,-0.204,0.921,1.552,1.147,1.781,-0.078
2009-08-13,2.728,1.471,-0.917,-0.179,0.912,1.441,1.094,1.715,-0.081
2009-08-14,2.752,1.482,-0.895,-0.14,0.926,1.379,1.105,1.725,-0.078
2009-08-17,3.249,1.508,-0.751,-0.106,0.918,1.68,1.309,1.97,-0.03
2009-08-18,3.041,1.506,-0.8,-0.124,0.949,1.51,1.202,1.885,-0.046
2009-08-19,3.065,1.524,-0.802,-0.107,0.931,1.519,1.189,1.914,-0.038
2009-08-20,2.764,1.517,-0.878,-0.109,0.915,1.319,1.075,1.732,-0.043
2009-08-21,2.54,1.475,-0.942,-0.15,0.872,1.285,0.975,1.637,-0.072
2009-08-24,2.416,1.477,-1.005,-0.135,0.854,1.225,0.925,1.576,-0.085
2009-08-25,2.406,1.474,-1.003,-0.119,0.837,1.217,0.889,1.588,-0.071
2009-08-26,2.343,1.466,-1.006,-0.108,0.802,1.189,0.819,1.592,-0.068
2009-08-27,2.337,1.44,-0.979,-0.111,0.785,1.202,0.757,1.647,-0.067
2009-08-28,2.212,1.433,-1.001,-0.109,0.772,1.117,0.752,1.549,-0.089
2009-08-31,2.271,1.384,-0.958,-0.098,0.766,1.177,0.825,1.538,-0.092
2009-09-01,2.543,1.392,-0.881,-0.079,0.778,1.333,1.025,1.604,-0.086
2009-09-02,2.648,1.401,-0.831,-0.067,0.797,1.348,1.025,1.694,-0.071
2009-09-03,2.524,1.386,-0.853,-0.084,0.835,1.24,0.942,1.676,-0.094
2009-09-04,2.226,1.379,-0.908,-0.11,0.815,1.05,0.776,1.565,-0.115
2009-09-08,2.006,1.323,-0.992,-0.126,0.755,1.046,0.717,1.43,-0.141
2009-09-09,1.796,1.306,-1.012,-0.139,0.7,0.941,0.587,1.358,-0.149
2009-09-10,1.674,1.295,-1.061,-0.113,0.628,0.925,0.523,1.294,-0.143
2009-09-11,1.664,1.257,-1.064,-0.087,0.599,0.959,0.516,1.301,-0.153
2009-09-14,1.655,1.204,-1.036,-0.104,0.601,0.99,0.486,1.323,-0.154
2009-09-15,1.529,1.151,-1.052,-0.122,0.606,0.946,0.458,1.247,-0.176
2009-09-16,1.481,1.093,-1.119,-0.136,0.588,1.055,0.464,1.199,-0.182
2009-09-17,1.41,1.067,-1.14,-0.134,0.6,1.017,0.477,1.116,-0.183
2009-09-18,1.409,1.033,-1.127,-0.147,0.632,1.018,0.462,1.145,-0.198
2009-09-21,1.413,1.029,-1.092,-0.155,0.631,1.0,0.459,1.137,-0.183
2009-09-22,1.351,1.012,-1.119,-0.15,0.645,0.963,0.405,1.133,-0.187
2009-09-23,1.29,1.006,-1.092,-0.147,0.588,0.935,0.347,1.117,-0.174
2009-09-24,1.421,1.024,-1.047,-0.115,0.56,0.999,0.401,1.174,-0.154
2009-09-25,1.581,1.024,-0.989,-0.068,0.57,1.044,0.472,1.251,-0.142
2009-09-28,1.618,1.026,-1.012,-0.06,0.565,1.099,0.443,1.309,-0.134
2009-09-29,1.583,1.015,-1.021,-0.066,0.561,1.094,0.467,1.261,-0.145
2009-09-30,1.668,0.982,-0.913,-0.069,0.549,1.119,0.518,1.242,-0.092
2009-10-01,1.988,1.027,-0.808,-0.031,0.571,1.229,0.7,1.362,-0.074
2009-10-02,2.14,1.044,-0.73,-0.038,0.568,1.296,0.725,1.483,-0.068
2009-10-05,1.864,1.019,-0.768,-0.042,0.554,1.101,0.596,1.348,-0.08
2009-10-06,1.678,0.992,-0.837,-0.046,0.536,1.033,0.517,1.269,-0.108
2009-10-07,1.547,0.993,-0.845,-0.024,0.502,0.921,0.481,1.165,-0.099
2009-10-08,1.395,0.956,-0.881,-0.037,0.485,0.872,0.405,1.114,-0.124
2009-10-09,1.324,0.91,-0.905,-0.09,0.488,0.921,0.432,1.036,-0.144
2009-10-12,1.3,0.909,-0.918,-0.091,0.498,0.902,0.426,1.017,-0.143
2009-10-13,1.351,0.924,-0.898,-0.084,0.494,0.915,0.428,1.06,-0.137
2009-10-14,1.242,0.88,-0.969,-0.106,0.473,0.964,0.4,1.008,-0.166
2009-10-15,1.107,0.852,-0.994,-0.145,0.467,0.927,0.365,0.91,-0.168
2009-10-16,1.123,0.855,-0.95,-0.143,0.468,0.893,0.363,0.929,-0.169
2009-10-19,1.063,0.845,-0.99,-0.138,0.442,0.904,0.313,0.921,-0.171
2009-10-20,1.025,0.856,-0.973,-0.122,0.413,0.851,0.266,0.917,-0.158
2009-10-21,0.989,0.833,-0.952,-0.157,0.418,0.847,0.306,0.849,-0.166
2009-10-22,0.943,0.819,-0.943,-0.162,0.414,0.815,0.227,0.876,-0.16
2009-10-23,0.94,0.794,-0.908,-0.188,0.421,0.821,0.297,0.821,-0.178
2009-10-26,1.062,0.768,-0.868,-0.189,0.44,0.911,0.402,0.858,-0.198
2009-10-27,1.23,0.805,-0.827,-0.151,0.442,0.961,0.43,0.956,-0.156
2009-10-28,1.57,0.82,-0.716,-0.12,0.396,1.19,0.554,1.123,-0.107
2009-10-29,1.377,0.799,-0.766,-0.164,0.404,1.104,0.437,1.065,-0.125
2009-10-30,1.756,0.817,-0.684,-0.101,0.418,1.306,0.702,1.168,-0.114
2009-11-02,1.808,0.808,-0.668,-0.109,0.415,1.362,0.671,1.247,-0.11
2009-11-03,1.892,0.812,-0.645,-0.123,0.43,1.418,0.687,1.31,-0.105
2009-11-04,1.633,0.784,-0.681,-0.159,0.425,1.264,0.601,1.161,-0.129
2009-11-05,1.487,0.784,-0.708,-0.161,0.437,1.135,0.463,1.148,-0.124
2009-11-06,1.315,0.792,-0.722,-0.143,0.423,0.965,0.366,1.07,-0.121
2009-11-09,1.042,0.774,-0.806,-0.146,0.422,0.798,0.23,0.961,-0.149
2009-11-10,0.948,0.763,-0.805,-0.134,0.407,0.717,0.17,0.933,-0.155
2009-11-11,0.891,0.761,-0.819,-0.146,0.405,0.69,0.161,0.892,-0.162
2009-11-12,0.976,0.755,-0.776,-0.146,0.402,0.741,0.224,0.896,-0.144
2009-11-13,0.919,0.75,-0.786,-0.136,0.401,0.69,0.205,0.859,-0.145
2009-11-16,0.796,0.758,-0.843,-0.109,0.359,0.631,0.104,0.831,-0.139
2009-11-17,0.775,0.751,-0.824,-0.097,0.344,0.601,0.076,0.845,-0.146
2009-11-18,0.687,0.736,-0.805,-0.106,0.329,0.533,0.034,0.807,-0.154
2009-11-19,0.877,0.749,-0.723,-0.089,0.301,0.639,0.114,0.892,-0.129
2009-11-20,0.865,0.737,-0.693,-0.082,0.279,0.624,0.095,0.904,-0.134
2009-11-23,0.694,0.731,-0.75,-0.093,0.264,0.542,0.018,0.819,-0.143
2009-11-24,0.675,0.747,-0.719,-0.073,0.222,0.498,-0.055,0.859,-0.129
2009-11-25,0.609,0.749,-0.736,-0.06,0.231,0.425,-0.124,0.864,-0.131
2009-11-27,1.62,0.801,-0.586,-0.004,0.357,1.052,0.291,1.413,-0.084
2009-11-30,1.456,0.777,-0.601,0.0,0.339,0.941,0.269,1.284,-0.097
2009-12-01,1.072,0.764,-0.698,-0.022,0.329,0.699,0.127,1.082,-0.137
2009-12-02,0.977,0.735,-0.708,-0.036,0.359,0.627,0.1,1.025,-0.148
2009-12-03,0.958,0.705,-0.726,-0.065,0.38,0.664,0.17,0.945,-0.157
2009-12-04,0.887,0.674,-0.75,-0.11,0.431,0.642,0.179,0.876,-0.168
2009-12-07,0.937,0.681,-0.734,-0.075,0.434,0.631,0.204,0.89,-0.157
2009-12-08,1.132,0.693,-0.675,-0.029,0.437,0.706,0.277,0.997,-0.142
2009-12-09,1.198,0.689,-0.643,-0.027,0.428,0.751,0.231,1.101,-0.134
2009-12-10,1.08,0.669,-0.648,-0.048,0.414,0.693,0.169,1.051,-0.14
2009-12-11,0.921,0.65,-0.688,-0.069,0.408,0.62,0.138,0.934,-0.151
2009-12-14,0.797,0.616,-0.711,-0.058,0.408,0.542,0.087,0.881,-0.171
2009-12-15,0.781,0.589,-0.689,-0.081,0.412,0.55,0.131,0.822,-0.172
2009-12-16,0.684,0.587,-0.712,-0.078,0.453,0.434,0.077,0.79,-0.183
2009-12-17,0.864,0.615,-0.651,-0.044,0.436,0.508,0.172,0.846,-0.154
2009-12-18,0.811,0.587,-0.647,-0.058,0.417,0.512,0.115,0.853,-0.157
2009-12-21,0.662,0.563,-0.68,-0.094,0.425,0.448,0.087,0.751,-0.176
2009-12-22,0.572,0.531,-0.718,-0.126,0.437,0.448,0.088,0.669,-0.185
2009-12-23,0.557,0.531,-0.731,-0.134,0.436,0.455,0.079,0.661,-0.183
2009-12-24,0.513,0.52,-0.759,-0.142,0.425,0.469,0.057,0.649,-0.193
2009-12-28,0.42,0.486,-0.768,-0.152,0.387,0.467,0.023,0.608,-0.211
2009-12-29,0.371,0.475,-0.761,-0.151,0.325,0.483,-0.019,0.592,-0.202
2009-12-30,0.366,0.467,-0.744,-0.158,0.343,0.458,-0.031,0.609,-0.212
2009-12-31,0.536,0.458,-0.592,-0.175,0.326,0.519,0.071,0.651,-0.186
2010-01-04,0.312,0.43,-0.652,-0.165,0.294,0.405,-0.031,0.535,-0.192
2010-01-05,0.157,0.402,-0.662,-0.137,0.267,0.287,-0.118,0.476,-0.201
2010-01-06,-0.027,0.351,-0.668,-0.158,0.258,0.19,-0.16,0.35,-0.217
2010-01-07,-0.099,0.325,-0.66,-0.168,0.247,0.157,-0.197,0.314,-0.216
2010-01-08,-0.271,0.31,-0.678,-0.163,0.28,-0.02,-0.287,0.253,-0.237
2010-01-11,-0.352,0.282,-0.679,-0.149,0.295,-0.101,-0.337,0.237,-0.252
2010-01-12,-0.203,0.303,-0.645,-0.106,0.317,-0.072,-0.276,0.298,-0.225
2010-01-13,-0.219,0.301,-0.639,-0.123,0.293,-0.051,-0.314,0.313,-0.218
2010-01-14,-0.386,0.313,-0.666,-0.113,0.269,-0.189,-0.37,0.191,-0.207
2010-01-15,-0.216,0.332,-0.632,-0.08,0.283,-0.119,-0.288,0.27,-0.198
2010-01-19,-0.303,0.323,-0.646,-0.089,0.272,-0.163,-0.332,0.232,-0.203
2010-01-20,-0.105,0.335,-0.585,-0.062,0.245,-0.038,-0.251,0.324,-0.178
2010-01-21,0.21,0.36,-0.523,-0.035,0.262,0.146,-0.072,0.429,-0.147
2010-01-22,0.589,0.387,-0.419,-0.027,0.283,0.365,0.168,0.551,-0.13
2010-01-25,0.554,0.389,-0.403,-0.039,0.261,0.346,0.083,0.6,-0.129
2010-01-26,0.634,0.392,-0.362,-0.021,0.257,0.368,0.077,0.667,-0.11
2010-01-27,0.517,0.385,-0.342,-0.026,0.176,0.324,-0.044,0.665,-0.104
2010-01-28,0.529,0.388,-0.324,-0.018,0.191,0.292,0.016,0.622,-0.109
2010-01-29,0.693,0.404,-0.283,-0.01,0.213,0.369,0.11,0.679,-0.096
2010-02-01,0.569,0.409,-0.314,-0.026,0.196,0.304,0.02,0.641,-0.092
2010-02-02,0.395,0.402,-0.372,-0.024,0.2,0.189,-0.054,0.528,-0.079
2010-02-03,0.328,0.381,-0.36,-0.043,0.208,0.142,-0.046,0.477,-0.103
2010-02-04,0.966,0.422,-0.227,0.027,0.227,0.517,0.268,0.739,-0.041
2010-02-05,1.457,0.489,-0.146,0.044,0.302,0.768,0.37,1.083,0.004
2010-02-08,1.55,0.488,-0.118,0.038,0.294,0.848,0.398,1.152,0.0
2010-02-09,1.339,0.496,-0.152,0.012,0.275,0.708,0.324,1.02,-0.005
2010-02-10,1.244,0.475,-0.16,-0.004,0.269,0.664,0.313,0.95,-0.019
2010-02-11,1.11,0.475,-0.184,-0.012,0.26,0.571,0.239,0.901,-0.03
2010-02-12,1.068,0.505,-0.183,-0.002,0.267,0.481,0.22,0.869,-0.021
2010-02-16,0.957,0.513,-0.212,-0.01,0.273,0.393,0.169,0.798,-0.01
2010-02-17,0.766,0.475,-0.27,-0.03,0.261,0.33,0.118,0.68,-0.032
2010-02-18,0.657,0.437,-0.286,-0.059,0.276,0.289,0.069,0.625,-0.037
2010-02-19,0.665,0.418,-0.261,-0.051,0.299,0.26,0.051,0.643,-0.029
2010-02-22,0.517,0.398,-0.284,-0.045,0.273,0.175,-0.009,0.57,-0.044
2010-02-23,0.7,0.423,-0.229,0.01,0.265,0.231,0.083,0.645,-0.028
2010-02-24,0.635,0.408,-0.224,0.017,0.228,0.206,-0.015,0.678,-0.028
2010-02-25,0.764,0.417,-0.174,0.05,0.216,0.255,0.005,0.772,-0.013
2010-02-26,0.651,0.413,-0.198,0.05,0.226,0.16,-0.023,0.705,-0.031
2010-03-01,0.561,0.414,-0.236,0.05,0.215,0.118,-0.044,0.653,-0.048
2010-03-02,0.422,0.388,-0.26,0.052,0.211,0.031,-0.087,0.571,-0.062
2010-03-03,0.31,0.381,-0.274,0.047,0.189,-0.033,-0.152,0.526,-0.064
2010-03-04,0.258,0.37,-0.263,0.049,0.197,-0.095,-0.186,0.513,-0.069
2010-03-05,-0.023,0.325,-0.34,0.007,0.186,-0.201,-0.278,0.351,-0.096
2010-03-08,-0.138,0.295,-0.365,0.001,0.208,-0.277,-0.298,0.298,-0.138
2010-03-09,-0.197,0.283,-0.361,0.018,0.202,-0.339,-0.323,0.277,-0.151
2010-03-10,-0.321,0.251,-0.377,0.0,0.175,-0.37,-0.356,0.198,-0.163
2010-03-11,-0.438,0.238,-0.385,-0.007,0.168,-0.452,-0.405,0.136,-0.169
2010-03-12,-0.449,0.238,-0.394,-0.008,0.168,-0.453,-0.425,0.136,-0.16
2010-03-15,-0.409,0.233,-0.372,0.001,0.159,-0.43,-0.41,0.151,-0.15
2010-03-16,-0.498,0.239,-0.399,0.008,0.148,-0.494,-0.449,0.1,-0.149
2010-03-17,-0.667,0.221,-0.441,0.013,0.131,-0.591,-0.525,0.016,-0.158
2010-03-18,-0.721,0.203,-0.421,0.011,0.115,-0.629,-0.525,-0.023,-0.173
2010-03-19,-0.633,0.196,-0.407,0.017,0.132,-0.571,-0.451,-0.015,-0.167
2010-03-22,-0.555,0.207,-0.403,0.035,0.144,-0.538,-0.434,0.036,-0.157
2010-03-23,-0.631,0.201,-0.419,0.033,0.127,-0.573,-0.475,0.005,-0.161
2010-03-24,-0.57,0.16,-0.408,-0.017,0.066,-0.371,-0.414,0.019,-0.175
2010-03-25,-0.643,0.119,-0.412,-0.038,0.071,-0.383,-0.404,-0.055,-0.184
2010-03-26,-0.701,0.128,-0.423,-0.036,0.082,-0.452,-0.442,-0.08,-0.179
2010-03-29,-0.704,0.131,-0.443,-0.038,0.101,-0.455,-0.446,-0.069,-0.189
2010-03-30,-0.779,0.124,-0.454,-0.037,0.094,-0.506,-0.47,-0.115,-0.194
2010-03-31,-0.686,0.128,-0.333,-0.048,0.109,-0.542,-0.427,-0.091,-0.168
2010-04-01,-0.791,0.122,-0.392,-0.064,0.088,-0.545,-0.446,-0.161,-0.184
2010-04-05,-0.917,0.075,-0.393,-0.085,0.071,-0.585,-0.496,-0.213,-0.208
2010-04-06,-0.926,0.061,-0.397,-0.075,0.049,-0.564,-0.535,-0.184,-0.207
2010-04-07,-0.816,0.093,-0.382,-0.05,0.064,-0.541,-0.477,-0.143,-0.196
2010-04-08,-0.732,0.089,-0.357,-0.049,0.082,-0.497,-0.483,-0.055,-0.194
2010-04-09,-0.878,0.074,-0.392,-0.063,0.093,-0.59,-0.518,-0.162,-0.198
2010-04-12,-0.948,0.065,-0.392,-0.067,0.089,-0.643,-0.565,-0.192,-0.191
2010-04-13,-0.948,0.057,-0.373,-0.058,0.088,-0.662,-0.57,-0.187,-0.191
2010-04-14,-1.099,0.02,-0.412,-0.066,0.085,-0.726,-0.65,-0.237,-0.212
2010-04-15,-1.086,0.01,-0.426,-0.054,0.1,-0.716,-0.635,-0.235,-0.216
2010-04-16,-0.846,0.016,-0.342,-0.015,0.105,-0.61,-0.51,-0.131,-0.205
2010-04-19,-0.753,0.011,-0.306,-0.02,0.1,-0.538,-0.542,-0.025,-0.186
2010-04-20,-0.971,0.01,-0.345,-0.04,0.091,-0.687,-0.624,-0.144,-0.203
2010-04-21,-0.936,0.015,-0.354,-0.027,0.102,-0.672,-0.574,-0.164,-0.198
2010-04-22,-0.736,0.012,-0.323,-0.027,0.11,-0.508,-0.533,-0.009,-0.194
2010-04-23,-0.751,0.003,-0.344,-0.046,0.131,-0.495,-0.524,-0.027,-0.2
2010-04-26,-0.702,0.014,-0.378,-0.041,0.162,-0.459,-0.471,-0.029,-0.202
2010-04-27,-0.111,0.051,-0.281,0.014,0.18,-0.075,-0.126,0.182,-0.167
2010-04-28,0.093,0.074,-0.235,-0.024,0.231,0.047,-0.214,0.471,-0.164
2010-04-29,-0.208,0.08,-0.282,-0.029,0.234,-0.211,-0.358,0.317,-0.167
2010-04-30,-0.029,0.066,-0.251,-0.01,0.27,-0.104,-0.15,0.312,-0.191
2010-05-03,-0.137,0.044,-0.266,-0.031,0.282,-0.166,-0.213,0.262,-0.186
2010-05-04,0.549,0.106,-0.16,0.015,0.344,0.244,0.108,0.571,-0.13
2010-05-05,1.202,0.185,-0.118,0.06,0.516,0.559,0.353,0.933,-0.084
2010-05-06,2.81,0.341,0.022,0.164,0.78,1.503,1.163,1.663,-0.016
2010-05-07,3.783,0.459,0.157,0.133,0.951,2.083,1.459,2.309,0.015
2010-05-10,1.985,0.314,-0.072,0.052,0.529,1.162,0.615,1.428,-0.058
2010-05-11,2.13,0.347,-0.039,0.072,0.594,1.156,0.647,1.538,-0.055
2010-05-12,1.63,0.299,-0.092,0.058,0.57,0.795,0.455,1.247,-0.072
2010-05-13,1.441,0.282,-0.097,0.078,0.587,0.591,0.506,1.012,-0.077
2010-05-14,2.397,0.34,0.017,0.117,0.749,1.174,0.916,1.521,-0.04
2010-05-17,2.642,0.351,0.05,0.111,0.816,1.314,0.944,1.723,-0.025
2010-05-18,2.634,0.378,0.062,0.152,0.746,1.296,1.074,1.566,-0.006
2010-05-19,3.234,0.445,0.149,0.16,0.787,1.693,1.19,2.009,0.035
2010-05-20,4.473,0.564,0.297,0.222,0.872,2.518,1.83,2.554,0.089
2010-05-21,4.31,0.611,0.298,0.212,0.922,2.267,1.62,2.598,0.092
2010-05-24,4.236,0.613,0.307,0.223,1.092,2.001,1.703,2.457,0.076
2010-05-25,4.759,0.719,0.401,0.25,1.251,2.138,1.787,2.842,0.13
2010-05-26,4.257,0.686,0.351,0.243,1.086,1.891,1.67,2.483,0.104
2010-05-27,3.438,0.618,0.214,0.174,0.948,1.484,1.295,2.069,0.074
2010-05-28,3.439,0.623,0.22,0.189,0.96,1.447,1.422,1.942,0.075
2010-06-01,3.794,0.656,0.26,0.196,1.048,1.634,1.649,2.06,0.085
2010-06-02,3.487,0.649,0.219,0.168,1.008,1.443,1.371,2.046,0.07
2010-06-03,3.207,0.626,0.145,0.154,0.981,1.301,1.314,1.843,0.05
2010-06-04,3.794,0.695,0.25,0.221,1.035,1.593,1.702,2.005,0.087
2010-06-07,4.241,0.716,0.349,0.244,1.08,1.852,1.804,2.327,0.11
2010-06-08,4.12,0.744,0.339,0.246,1.047,1.744,1.683,2.322,0.115
2010-06-09,3.903,0.741,0.336,0.233,1.015,1.578,1.645,2.151,0.107
2010-06-10,3.405,0.718,0.239,0.194,0.955,1.299,1.384,1.943,0.078
2010-06-11,3.208,0.736,0.198,0.211,0.971,1.092,1.346,1.783,0.079
2010-06-14,2.951,0.694,0.157,0.182,1.003,0.915,1.308,1.583,0.06
2010-06-15,2.668,0.669,0.1,0.163,0.985,0.751,1.122,1.513,0.033
2010-06-16,2.559,0.658,0.078,0.17,0.956,0.697,1.083,1.447,0.029
2010-06-17,2.55,0.663,0.079,0.183,0.968,0.657,1.05,1.469,0.031
2010-06-18,2.324,0.626,0.071,0.172,0.937,0.518,0.961,1.348,0.015
2010-06-21,2.099,0.566,0.023,0.157,0.886,0.467,0.918,1.197,-0.016
2010-06-22,2.332,0.585,0.086,0.192,0.905,0.564,1.048,1.283,0.001
2010-06-23,2.535,0.61,0.14,0.216,0.906,0.663,1.059,1.449,0.027
2010-06-24,2.795,0.628,0.207,0.225,0.949,0.786,1.231,1.539,0.025
2010-06-25,2.818,0.635,0.239,0.229,0.925,0.79,1.169,1.614,0.035
